case_id,amtdebitincoming_4809443A,amtdebitoutgoing_4809440A,amtdepositbalance_4809441A,amtdepositincoming_4809444A,amtdepositoutgoing_4809442A,num_group1
43801,12466.601,12291.2,914.2,0.0,304.80002,0
43991,3333.4001,3273.4001,0.0,0.0,0.0,0
44001,10000.0,10000.0,0.0,0.0,0.0,0
44053,0.0,0.0,2586.4001,0.0,88.8,0
44130,63.8,60.8,0.0,0.0,0.0,0
44171,51.8,26.6,0.0,0.0,0.0,0
44194,0.0,0.0,0.0,0.0,0.0,0
44230,0.0,0.0,0.0,0.0,3.0,0
44267,5000.0,5000.0,0.0,0.0,0.0,0
44309,0.0,0.0,0.0,0.0,3.6000001,0
44408,0.0,0.0,0.0,0.0,0.0,0
44440,10000.0,10003.4,0.0,0.0,0.0,0
44464,0.0,0.0,3058.0,0.0,352.0,0
44515,7666.6,7666.4,0.0,0.0,0.0,0
44544,0.0,0.0,1484.8,0.0,12.2,0
44549,460.0,460.0,0.0,0.0,0.0,0
44604,50000.0,20000.0,0.0,66.6,200133.4,0
44608,0.0,0.0,0.0,0.0,2.2,0
44708,26666.6,26654.0,0.0,0.0,0.0,0
44735,0.0,0.0,290.80002,0.0,2.4,0
44770,0.0,0.0,6199.0,0.0,50.8,0
44835,0.0,0.0,222.40001,0.0,1.8000001,0
44861,0.0,0.0,293.0,0.0,2.4,0
44863,0.0,0.0,926.60004,1333.4,26.0,0
44886,0.0,0.0,2062.0,0.0,15.400001,0
44965,0.0,0.0,0.0,0.0,0.0,0
44988,0.0,0.0,0.0,0.0,0.0,0
45037,33333.402,33333.402,0.0,0.0,0.0,0
45160,40.0,38.600002,0.0,0.0,0.0,0
45165,0.0,0.0,223.2,0.0,1.8000001,0
45424,0.0,0.0,1792.2001,0.0,14.6,0
45541,9404.8,9322.2,0.0,0.0,0.0,0
45571,0.0,0.0,428.80002,0.0,3.6000001,0
45574,0.0,0.0,319.6,0.0,2.6000001,0
45585,0.0,0.0,659.4,0.0,5.2000003,0
45610,0.0,0.0,219.0,0.0,1.6,0
45616,30003.0,29967.0,407.4,30203.0,30300.8,0
45696,11840.0,11800.0,0.0,0.0,0.0,0
45703,0.0,0.0,831.4,0.0,73.8,0
45716,0.0,0.0,5210.4,133333.4,261.4,0
45731,0.0,0.0,0.0,0.0,0.0,0
45732,0.0,0.0,4118.4,0.0,31.6,0
45835,0.0,0.0,0.0,0.0,0.0,0
45863,0.0,0.0,1140.6,0.0,9.400001,0
45873,5174.8003,5163.4,0.0,0.0,0.0,0
45877,0.0,0.0,2434.0,0.0,20.0,0
45937,0.0,0.0,614.2,0.0,5.0,0
46040,0.0,0.0,0.0,0.0,0.0,0
46115,0.0,0.0,219.2,0.0,1.8000001,0
46166,0.0,0.0,0.0,0.0,5.2000003,0
46285,0.0,0.0,21300.201,40000.0,47011.6,0
46290,0.0,0.0,0.0,0.0,0.0,0
46357,0.0,0.0,0.0,0.0,0.0,0
46382,13333.4,13333.4,0.0,0.0,0.0,0
46445,0.0,0.0,1839.2001,0.0,277.80002,0
46540,0.0,0.0,0.0,0.0,5.2000003,0
46561,4433.4,4404.4,2363.0,29766.6,23051.0,0
46578,13333.4,12955.4,0.0,0.0,0.0,0
46584,0.0,0.0,313.6,0.0,2.4,0
46721,0.0,0.0,0.0,0.0,0.0,0
46747,21866.6,21866.6,0.0,0.0,0.0,0
46749,0.0,0.0,3197.8,1333.4,29.2,0
46852,536.4,536.4,0.0,0.0,0.0,0
46860,6666.6,6666.6,0.0,0.0,0.0,0
46877,10.0,10.0,0.0,0.0,0.0,0
46934,94.200005,0.0,0.0,0.0,0.0,0
47054,33333.402,33333.402,0.0,0.0,0.0,0
47069,666.60004,666.60004,0.0,0.0,0.0,0
47097,0.0,0.0,17211.4,0.0,484.6,0
47228,13333.4,10946.0,0.0,0.0,0.0,0
47234,0.0,0.0,6404.2,0.0,49.2,0
47268,0.0,0.0,0.0,0.0,2.6000001,0
47294,6708.0,6691.8003,0.0,0.0,0.0,0
47328,0.0,0.0,276.0,0.0,1.8000001,0
47370,352.2,336.6,2028.4,352.2,18.800001,0
47390,0.0,0.0,0.0,0.0,0.0,0
47391,3400.0,3381.2,0.0,0.0,0.0,0
47416,2266.2,136.6,0.0,0.0,0.0,0
47433,0.0,0.0,1277.6,0.0,10.400001,0
47438,0.0,0.0,0.0,0.0,27.4,0
47478,0.0,0.0,52536.6,16666.6,661.60004,0
47533,4776.0,4516.8003,163495.2,1333.4,4637.6,0
47599,0.0,0.0,402.4,0.0,136.8,0
47672,0.0,0.0,0.0,72.8,1.2,0
47698,0.0,0.0,2345.8,0.0,19.2,0
47723,0.0,0.0,515.0,0.0,3.2,0
47758,0.0,0.0,2010041.4,0.0,670253.44,0
47772,0.0,0.0,195356.61,33333.402,31397.201,0
47787,6353.4,6352.0,0.0,0.0,0.0,0
47812,84.0,56.0,0.0,0.0,0.0,0
47913,6626.6,6626.6,36778.8,960.0,13149.4,0
47915,0.0,0.0,0.0,0.0,3.6000001,0
47956,0.0,0.0,0.0,8392.0,741.2,0
48025,0.0,0.0,0.0,0.0,0.0,0
48068,3400.0,3333.4001,0.0,0.0,0.0,0
48102,0.0,0.0,0.0,82.8,0.4,0
48138,0.0,0.0,708.60004,0.0,13.400001,0
48184,0.0,0.0,377.2,0.0,2.4,0
48266,0.0,0.0,102424.2,27437.0,39615.2,0
48343,4080.0,4076.6,407.4,80.0,5.8,0
48430,0.0,0.0,0.0,0.0,0.0,0
48484,0.0,0.0,0.0,0.0,3.0,0
48536,0.0,0.0,231.2,0.0,1.4,0
48559,0.0,0.0,0.0,0.0,4.2000003,0
48572,0.0,0.0,0.0,0.0,6.2000003,0
48593,0.0,0.0,0.0,0.0,2.6000001,0
48604,0.0,0.0,304.4,0.0,2.4,0
48634,26740.0,26699.6,272.2,26740.0,26830.8,0
48668,133.40001,133.40001,0.0,0.0,0.0,0
48686,7666.6,7666.6,0.0,0.0,0.0,0
48760,0.0,0.0,0.0,0.0,0.0,0
48793,0.0,0.0,14501.0,0.0,1194.8,0
48806,1333.4,1270.0,6213.8003,1333.4,1113.0,0
48813,0.0,0.0,0.0,0.0,4.4,0
48877,0.0,0.0,4925.8003,0.0,966.60004,0
48923,10000.0,10000.0,446.4,0.0,2.8,0
48926,0.0,0.0,562607.8,0.0,87281.805,0
48929,0.0,0.0,0.0,0.0,3.6000001,0
49010,0.0,0.0,3478.6,0.0,491.0,0
49065,74000.0,52063.0,0.0,0.0,0.0,0
49287,0.0,0.0,2192.0,0.0,20.4,0
49296,0.0,0.0,0.0,0.0,0.0,0
49301,0.0,0.0,1051.2001,0.0,8.6,0
49343,22000.0,22000.0,0.0,0.0,0.0,0
49356,0.0,0.0,290.80002,0.0,1.8000001,0
49417,0.0,0.0,0.0,0.0,0.0,0
49436,4666.6,2666.6,0.0,0.0,0.0,0
49449,0.0,0.0,315.4,4400.0,40.0,0
49544,0.0,0.0,511029.4,180000.0,174860.61,0
49551,0.0,0.0,308.80002,0.0,2.4,0
49658,0.0,0.0,4858.2,0.0,36.2,0
49852,0.0,0.0,0.0,119.8,2.6000001,0
49883,6500.0,6500.0,334.6,0.0,2.8,0
49956,10000.0,9970.0,0.0,0.0,0.0,0
50003,0.0,0.0,255.40001,0.0,1.6,0
50033,0.0,0.0,125273.0,0.0,27316.4,0
50045,0.0,0.0,11769.8,0.0,2087.8,0
50119,13333.4,13333.4,0.0,0.0,0.0,0
50179,0.0,0.0,99363.4,0.0,3418.6,0
50204,0.0,0.0,2131075.8,715639.44,721075.6,0
50285,0.0,0.0,213.8,0.0,1.8000001,0
50288,0.0,0.0,761.2,0.0,5.8,0
50353,0.0,0.0,298.2,0.0,2.4,0
50354,0.0,0.0,0.0,0.0,269.80002,0
50492,0.0,0.0,15536.0,0.0,1455.8,0
50506,0.0,0.0,448.80002,0.0,3.4,0
50527,0.0,0.0,1820822.4,410000.0,1177289.9,0
50530,0.0,0.0,295.2,1333.4,1343.2001,0
50554,0.0,0.0,0.0,0.0,19.2,0
50590,0.0,0.0,1119.8,0.0,9.2,0
50654,0.0,0.0,33157.402,0.0,1626.2001,0
50709,0.0,0.0,0.0,3132.6,5.8,0
50721,0.0,0.0,2520.4001,0.0,218.40001,0
50791,0.0,0.0,0.0,0.0,0.0,0
50803,0.0,0.0,193342.2,0.0,14882.0,0
50806,0.0,0.0,10824.0,0.0,2740.2,0
50843,0.0,0.0,434.2,0.0,4.0,0
50866,0.0,0.0,0.0,0.0,2.6000001,0
50890,0.0,0.0,255319.4,1666.6,86562.6,0
50971,0.0,0.0,0.0,0.0,0.0,0
51057,0.0,0.0,0.0,0.0,0.0,0
51132,0.0,0.0,285.6,0.0,2.4,0
51182,0.0,0.0,2020.6,0.0,673.60004,0
51208,0.0,0.0,0.0,0.0,0.0,0
51261,2800.0,2800.0,495.80002,0.0,4.0,0
51284,0.0,0.0,10133.8,0.0,3378.8,0
51343,0.0,0.0,211.2,0.0,1.8000001,0
51469,0.0,0.0,0.0,0.0,0.0,0
51493,0.0,0.0,24532.0,0.0,8180.0,0
51506,0.0,0.0,380000.0,0.0,126710.2,0
51577,0.0,0.0,8146.4,0.0,2048.2,0
51591,0.0,0.0,168300.8,0.0,1662.2001,0
51620,0.0,0.0,0.0,0.0,20385.8,0
51649,0.0,0.0,0.0,0.0,0.0,0
51652,0.0,0.0,0.0,1039.8,21.800001,0
51715,0.0,0.0,69155.2,0.0,567.0,0
51751,0.0,0.0,209.8,0.0,1.6,0
51869,0.0,0.0,285.6,0.0,2.4,0
51888,0.0,0.0,0.0,0.0,3.6000001,0
51898,0.0,0.0,1437.4,0.0,11.8,0
51920,0.0,0.0,212.2,0.0,1.6,0
51923,5000.0,5000.0,0.0,0.0,0.0,0
51939,0.0,0.0,231.2,0.0,1.4,0
52006,0.0,0.0,252.8,0.0,2.0,0
52030,0.0,0.0,165201.0,50000.0,1545.4,0
52034,4.0,0.0,0.0,0.0,0.0,0
52151,0.0,0.0,0.0,0.0,0.0,0
52223,0.0,0.0,1192.2001,0.0,9.8,0
52267,0.0,0.0,305.6,0.0,2.4,0
52442,0.0,0.0,12357.0,0.0,4120.4,0
52529,0.0,0.0,6196.8003,0.0,705.0,0
52636,0.0,0.0,0.0,0.0,3.0,0
52647,0.0,0.0,561.8,0.0,8.0,0
52690,0.0,0.0,8540.8,0.0,397.2,0
52743,0.0,0.0,110806.4,0.0,908.4,0
52783,0.0,0.0,330.4,0.0,2.8,0
52844,0.0,0.0,0.0,0.0,3979.2,0
52878,0.0,0.0,384.0,0.0,3.2,0
52889,0.0,0.0,27354.6,10000.0,376.4,0
52908,0.0,0.0,141105.61,2666.6,38136.402,0
52938,0.0,0.0,0.0,27899.6,411.2,0
52972,0.0,0.0,1424.2001,0.0,14.0,0
53046,0.0,0.0,0.0,0.0,0.0,0
53171,7960.0,7960.0,29631.8,1000.0,8760.8,0
53217,0.0,0.0,107461.6,0.0,881.0,0
53401,0.0,0.0,0.0,0.0,3.2,0
53479,0.0,0.0,7713.8003,0.0,1368.2001,0
53500,0.0,0.0,48675.8,0.0,16229.4,0
53583,0.0,0.0,61950.8,0.0,507.80002,0
53903,0.0,0.0,0.0,8000.0,989.0,0
53962,0.0,0.0,2863749.8,441061.8,962573.2,0
53990,0.0,0.0,2450.6,0.0,15.6,0
54023,0.0,0.0,327.2,0.0,2.6000001,0
54104,0.0,0.0,0.0,0.0,0.0,0
54108,0.0,0.0,0.0,0.0,0.0,0
54120,0.0,0.0,0.0,0.0,1375.4,0
54235,0.0,0.0,765.2,0.0,6.2000003,0
54348,0.0,0.0,328.80002,0.0,2.6000001,0
54401,0.0,0.0,0.0,0.0,3.0,0
54517,0.0,0.0,0.0,0.6,0.0,0
54546,0.0,0.0,0.0,58093.402,606.2,0
54575,0.0,0.0,3069.0,0.0,1023.2,0
54735,0.0,0.0,33720.402,0.0,11243.8,0
54740,0.0,0.0,1625.0,541.8,468.6,0
54949,0.0,0.0,0.0,0.0,7.2000003,0
54990,0.0,0.0,0.0,0.0,0.0,0
55034,0.0,0.0,226.6,0.0,1.8000001,0
55107,0.0,0.0,25126.201,0.0,206.0,0
55185,0.0,0.0,483519.4,78574.6,106809.2,0
55299,0.0,0.0,1513.4,0.0,17.2,0
55343,0.0,0.0,392.0,0.0,3.0,0
55381,0.0,0.0,86510.6,0.0,709.2,0
55384,0.0,0.0,1587283.9,30000.0,78581.2,0
55655,0.0,0.0,243.0,0.0,1.6,0
55708,0.0,0.0,0.0,1882.8,1295.6,0
55747,0.0,0.0,117944.0,0.0,5826.2,0
55843,0.0,0.0,16510.0,0.0,4706.0,0
56154,0.0,0.0,216.8,0.0,1.4,0
56286,0.0,0.0,1187088.6,206666.61,235094.4,0
56373,0.0,0.0,2308.4001,0.0,17.800001,0
56405,0.0,0.0,0.0,573.4,300.4,0
56466,0.0,0.0,7388.2,0.0,60.600002,0
56718,0.0,0.0,242.0,0.0,2.0,0
56825,0.0,0.0,0.0,0.0,3.2,0
56889,0.0,0.0,0.0,77.8,0.4,0
57043,0.0,0.0,18875.6,4666.6,156.40001,0
57047,0.0,0.0,39318.2,30333.4,4655.4,0
57134,0.0,0.0,215.8,0.0,1.6,0
57242,0.0,0.0,0.0,0.0,2.2,0
57245,0.0,0.0,0.0,0.0,3.2,0
57248,0.0,0.0,0.0,0.0,18.4,0
57276,0.0,0.0,0.0,0.0,2000.0,0
57315,0.0,0.0,0.0,0.0,0.0,0
57466,0.0,0.0,0.0,0.0,2.6000001,0
57573,0.0,0.0,1755.4,0.0,11.2,0
57599,0.0,0.0,343.4,0.0,2.8,0
193454,25000.0,25000.0,0.0,0.0,0.0,0
193767,6666.6,6666.6,0.0,0.0,0.0,0
193913,19519.4,19510.8,0.0,0.0,0.0,0
194226,0.0,0.0,0.0,0.0,0.0,0
194391,28838.201,26176.201,0.0,0.0,0.0,0
194427,0.0,0.0,0.0,0.0,0.0,0
194529,5610.6,5610.6,0.0,0.0,0.0,0
194536,30223.8,30000.0,0.0,0.0,0.0,0
194652,1804.0,1815.0,0.0,0.0,0.0,0
194794,1003.2,1000.0,0.0,0.0,0.0,0
194798,6280.0,6280.0,219.6,66.6,2.0,0
194898,849.8,832.60004,0.0,0.0,0.0,0
194911,0.0,0.0,0.0,0.0,0.0,0
195042,9600.0,9600.0,517.60004,0.0,4.2000003,0
195051,100.0,100.0,0.0,0.0,0.0,0
195079,0.0,0.0,0.0,0.0,4.0,0
195082,17158.4,17157.6,283.0,666.60004,10.8,0
195089,0.0,0.0,2091.6,0.0,16.0,0
195122,599.2,13.8,229.6,0.0,1.4,0
195198,0.0,0.0,5328.6,0.0,41.0,0
195261,11718.0,11718.0,0.0,0.0,0.0,0
195422,2800.0,2599.0,0.0,0.0,0.0,0
195427,0.0,8.0,0.0,0.0,0.0,0
195430,19381.8,19963.4,0.0,0.0,0.0,0
195432,3333.4001,3333.4001,0.0,0.0,0.0,0
195433,2000.0,2000.0,0.0,0.0,0.0,0
195439,0.0,0.0,325.0,0.0,2.4,0
195445,0.0,0.0,248.8,0.0,1.6,0
195454,0.0,0.0,0.0,0.0,3.2,0
195457,6139.6,5102.4,285.0,0.0,2.2,0
195458,1666.6,1666.6,0.0,0.0,0.0,0
195461,0.0,0.0,459.80002,0.0,3.6000001,0
195463,0.0,0.0,1187.2001,0.0,7.6,0
195469,0.0,0.0,0.0,3320.2,34.600002,0
195480,6150.2,6140.0,204.40001,0.0,68.200005,0
195482,1515.6,1470.0,249.8,0.0,2.0,0
195489,0.0,0.0,242.8,0.0,1.6,0
195497,0.0,0.0,478.0,0.0,4.0,0
195501,0.0,0.0,568.2,1200.0,27.800001,0
195505,1134.0,1134.0,0.0,0.0,0.0,0
195510,6666.6,6636.6,0.0,0.0,0.0,0
195517,16666.6,16666.6,0.0,0.0,0.0,0
195520,3562.4001,3562.4001,0.0,0.0,0.0,0
195525,0.0,0.0,246.6,0.0,1.6,0
195532,0.0,0.0,528.8,0.0,4.0,0
195542,20032.8,20032.8,0.0,54.600002,2.2,0
195551,15119.2,15110.4,352.4,1933.4,21.4,0
195555,3440.6,3406.6,0.0,0.0,0.0,0
195556,0.0,0.0,0.0,0.0,4.8,0
195563,8000.0,7964.0,0.0,0.0,0.0,0
195564,0.0,0.0,231.2,0.0,1.8000001,0
195565,26134.0,26117.6,0.0,0.0,0.0,0
195571,0.0,0.0,0.0,0.0,3.2,0
195572,11111.2,11111.2,0.0,0.0,0.0,0
195582,0.0,0.0,322.0,0.0,2.6000001,0
195584,0.0,0.0,0.0,0.0,9.0,0
195588,7860.0,7082.2,0.0,0.0,0.0,0
195590,0.0,0.0,1614.0,0.0,108.6,0
195597,13333.4,13333.4,0.0,0.0,0.0,0
195606,0.0,0.0,243.0,0.0,1.6,0
195613,5000.0,5000.0,0.0,0.0,0.0,0
195621,0.0,0.0,252.40001,0.0,1.6,0
195627,6333.4,6333.4,0.0,0.0,0.0,0
195634,0.0,0.0,250.6,0.0,1.6,0
195637,23533.4,23560.4,1177.2001,23533.4,68.4,0
195643,0.0,0.0,0.0,0.0,0.0,0
195646,0.0,0.0,358.2,0.0,48.4,0
195652,0.0,0.0,1389.8,0.0,13.8,0
195655,0.0,0.0,1873.2001,0.0,15.400001,0
195658,25000.0,25000.0,0.0,0.0,0.0,0
195664,0.0,0.0,212.2,0.0,1.8000001,0
195666,0.0,0.0,282.80002,0.0,1.8000001,0
195673,12500.0,16666.6,0.0,0.0,0.0,0
195674,0.0,0.0,422.80002,0.0,3.4,0
195677,0.0,0.0,0.0,0.0,0.0,0
195678,66.6,66.6,0.0,0.0,0.0,0
195685,0.0,0.0,226.40001,0.0,3.8,0
195686,0.0,0.0,4496.8003,0.0,33.600002,0
195689,4000.0,4000.0,0.0,0.0,0.0,0
195692,1407.6,1405.0,0.0,0.0,0.0,0
195693,1950.0,1902.6,0.0,0.0,0.0,0
195695,140.0,140.0,0.0,0.0,0.0,0
195696,0.0,0.0,0.0,0.0,2.2,0
195699,23560.0,23560.0,0.0,0.0,0.0,0
195705,0.0,0.0,0.0,0.0,0.0,0
195709,28000.0,27994.6,0.0,0.0,0.0,0
195712,4400.0,4400.0,372.4,0.0,3.4,0
195716,4873.4,4870.0,0.0,0.0,0.0,0
195717,0.0,0.0,0.0,0.0,15.8,0
195721,4333.4,4333.4,0.0,0.0,0.0,0
195728,0.0,0.0,0.0,0.0,2.6000001,0
195735,0.0,0.0,1722.0,0.0,14.2,0
195736,0.0,0.0,4349.8003,0.0,32.4,0
195737,1903.8,1902.6,0.0,0.0,0.0,0
195741,1509287.4,1502666.0,372.2,0.0,55.4,0
195747,27899.8,27899.8,0.0,0.0,6.0,0
195748,0.0,0.0,435.6,0.0,3.6000001,0
195750,0.0,0.0,1181.6,12000.0,6740.6,0
195755,0.0,0.0,0.0,0.0,2.8,0
195757,0.0,0.0,0.0,1790.2001,3.0,0
195758,8000.0,8000.0,0.0,0.0,0.0,0
195759,2666.6,2666.6,0.0,0.0,0.0,0
195761,11790.8,11760.0,0.0,0.0,2.6000001,0
195764,0.0,0.0,679.4,0.0,5.2000003,0
195766,0.0,0.0,10343.2,0.0,65.6,0
195776,0.0,0.0,1958356.0,1027800.2,1716193.2,0
195781,8000.0,8002.0,0.0,0.0,0.0,0
195782,0.0,0.0,242.40001,0.0,1.6,0
195785,0.0,0.0,0.0,0.0,2.0,0
195787,0.0,0.0,0.0,0.0,2.8,0
195791,18789.0,18760.0,0.0,0.0,0.0,0
195794,14285.8,14285.8,236.2,0.0,1.6,0
195802,0.0,0.0,0.0,0.0,4.0,0
195806,18500.0,18500.0,0.0,0.0,0.0,0
195808,0.0,0.0,231.6,0.0,1.8000001,0
195813,33333.402,33333.402,0.0,0.0,0.0,0
195820,0.0,0.0,0.0,0.0,2.6000001,0
195821,0.0,0.0,0.0,0.0,0.0,0
195822,4020.0,4022.0,552.0,0.0,4.2000003,0
195823,1503.8,1503.8,0.0,0.0,0.0,0
195835,0.0,0.0,0.0,0.0,3.6000001,0
195845,0.0,0.0,230.40001,0.0,3.6000001,0
195848,1000.0,998.4,48337.8,0.0,396.2,0
195849,4699.8003,4699.8003,0.0,0.0,0.0,0
195851,0.0,0.0,3495.4001,0.0,159.2,0
195853,0.0,0.0,0.0,0.0,2.4,0
195857,12500.0,12500.0,0.0,0.0,0.0,0
195864,3588.8,3588.8,0.0,0.0,0.0,0
195866,6666.6,6666.6,0.0,0.0,0.0,0
195871,4000.0,4000.0,0.0,0.0,0.0,0
